URL,Title,Date Time,Content,Kelas
https://www.cnnindonesia.com/nasional/20240227203213-32-1068007/pengamat-militer-minta-jokowi-kaji-ulang-kenaikan-pangkat-prabowo,Pengamat Militer Minta Jokowi Kaji Ulang Kenaikan Pangkat Prabowo,2024-03-04 00:47:47,,nasional
https://www.cnnindonesia.com/olahraga/20240219111047-178-1064433/hasil-nba-all-star-sejarah-baru-tim-timur-cetak-211-poin,"Hasil NBA All Star: Sejarah Baru, Tim Timur Cetak 211 Poin",2024-03-04 00:47:47,,olahraga
https://www.cnnindonesia.com/gaya-hidup/20240303092544-269-1069777/daftar-19-negara-terbaik-di-dunia-versi-wisatawan,Daftar 19 Negara Terbaik di Dunia versi Wisatawan,2024-03-04 00:47:48,,gaya-hidup
https://biz.kompas.com/read/2023/05/18/141127828/kurikulum-merdeka-belajar-jadi-kunci-pemerataan-kualitas-pendidikan-di-indonesia,Kurikulum Merdeka Belajar Jadi Kunci Pemerataan Kualitas Pendidikan di Indonesia,2024-03-04 00:47:48,,read
https://www.cnnindonesia.com/teknologi/20240228084752-641-1068109/studi-ungkap-kota-paling-tercemar-polusi-udara-dari-pesawat,Studi Ungkap Kota paling Tercemar Polusi Udara dari Pesawat,2024-03-04 00:47:48,,teknologi
https://www.cnnindonesia.com/ekonomi/20240303053522-92-1069750/mo-ibrahim-putra-sudan-berharta-rp188-t-lawan-korupsi-di-afrika,"Mo Ibrahim, Putra Sudan Berharta Rp18,8 T Lawan Korupsi di Afrika",2024-03-04 00:47:49,,ekonomi
https://www.cnnindonesia.com/gaya-hidup/20240228162421-255-1068410/survei-pemilu-2024-bikin-masyarakat-alami-kecemasan-dan-depresi,Survei: Pemilu 2024 Bikin Masyarakat Alami Kecemasan dan Depresi,2024-03-04 00:47:49,,gaya-hidup
